"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"downloads";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.reuses";"metric.followers";"metric.views";"metric.resources_downloads"
"6a281d826b298cdc10327b86";"Indices de Susceptibilité (FSI) et de Risque d’Inondation (FRI) au Togo";"indices-de-susceptibilite-fsi-et-de-risque-dinondation-fri-au-togo";"ISRI-TG";"https://opendata.gouv.tg/fr/datasets/indices-de-susceptibilite-fsi-et-de-risque-dinondation-fri-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"**1. Contexte et Objectifs**

Le Togo est régulièrement confronté à des inondations dévastatrices, recensées par [EM-DAT](https://www.emdat.be/) depuis 1966, qui ont causé au moins 82 décès, blessé 171 personnes et affecté plus de 500 000 individus, principalement dans les régions Savanes, Kara, Plateaux et Maritime. Ces événements, souvent liés aux bassins du Mono et de l’Oti ainsi qu’à des pluies torrentielles, impactent lourdement les populations rurales vulnérables, les infrastructures périurbaines comme à Lomé, et l’économie nationale avec des dommages directs (ex. : 200 milliers US$ en 1966, ajustés à 1,9 million) et des pertes indirectes massives comme 26 milliards FCFA (environ 40 millions US$) en productivité agricole en 2020 ou 2,6 milliards FCFA en agriculture/élevage en 2022. La gestion efficace de ce risque nécessite une compréhension fine des facteurs de susceptibilité (ex. : exposition aux bassins fluviaux) et de vulnérabilité (ex. : pauvreté rurale à 65,1% dans les Savanes), appuyée par une modélisation probabiliste.

Dans ce contexte, ce projet vise à développer un modèle national de cartographie de l’aléa et du risque d’inondation afin de soutenir :

- la planification urbaine,
- la prévention et la gestion des catastrophes,
- l’orientation des investissements publics,
- l’identification des zones prioritaires d’intervention.

Le modèle permet notamment de :

1. Identifier les zones naturellement prédisposées à l’accumulation d’eau et aux inondations ;
2. Évaluer le risque réel en intégrant l’exposition humaine, les infrastructures et la vulnérabilité socio-économique ;
3. Produire des cartes décisionnelles exploitables par les autorités publiques et les acteurs humanitaires.


**2. Méthodologie**

La méthodologie repose sur la construction de deux indices complémentaires :

- **FSI (Flood Susceptibility Index)** : mesure de la susceptibilité physique du territoire aux inondations ;
- **FRI (Flood Risk Index)** : mesure du risque réel combinant aléa, exposition et vulnérabilité.

L’ensemble des traitements est réalisé dans un environnement SIG et d’analyse spatiale basé sur Python.


**2.1 Flood Susceptibility Index (FSI)**

Le **Flood Susceptibility Index (FSI)** évalue la prédisposition intrinsèque du territoire à l’inondation à partir des caractéristiques physiques et environnementales.

Le modèle repose sur la méthode probabiliste du **Frequency Ratio (FR)** calibrée à partir d’un inventaire historique des inondations observées entre 2016 et 2023.

**Variables environnementales utilisées**

**Topographie**
Variables dérivées du Modèle Numérique de Terrain :
- Altitude
- Pente
- Orientation des versants
- Topographic Position Index (TPI)
- Terrain Ruggedness Index (TRI)
- Topographic Wetness Index (TWI)

**Hydrologie**
- Distance aux rivières et cours d’eau
- Distance aux lacs et lagunes

**Occupation du sol**
- Land Use / Land Cover (LULC 2023)

**Sols et géologie**
- Types de sols
- Nature géologique du socle

**Validation du modèle**
Les performances du modèle FSI ont été évaluées à l’aide d’une courbe ROC.
- **AUC obtenue : 92 %**
Cette performance indique une très bonne capacité du modèle à discriminer les zones inondables des zones non inondables.

**2.2 Flood Risk Index (FRI)**

Le **Flood Risk Index (FRI)** combine l’aléa physique et les dimensions humaines du risque selon le cadre conceptuel :

FRI = Hazard * Exposure * Vulnerability

où :

- **Hazard** correspond au FSI ;
- **Exposure** représente l’exposition des populations et des infrastructures ;
- **Vulnerability** traduit la capacité de résilience socio-économique.

Le FRI est calculé à partir d’une moyenne géométrique normalisée des différents indicateurs.

**A. Exposition**

Les variables d’exposition incluent :

- Densité de population ;
- Zones urbaines ;
- Densité de bâtiments ;
- Terres agricoles et zones de production alimentaire.

**B. Vulnérabilité**

Les variables de vulnérabilité incluent :

- Relative Wealth Index (RWI) utilisé comme indicateur de résilience économique ;
- Proximité des bassins de rétention et infrastructures de protection hydraulique.


**3. Sources de Données**

Le projet mobilise plusieurs jeux de données géospatiales ouverts provenant de plateformes internationales de référence.

| Thème / Variable | Type de données | Source principale | Résolution / précision |
|---|---|---|---|
| Topographie | Modèle Numérique de Terrain (dérivation pente, exposition, TPI, TRI, TWI) | [Microsoft Planetary Computer](https://planetarycomputer.microsoft.com/) – Copernicus DEM GLO-30 | 30 m |
| Hydrologie | Réseau hydrographique (rivières, lacs, bassins versants) | [HydroSHEDS](https://www.hydrosheds.org/) | 90 m |
| Occupation du sol (LULC) | Land Use / Land Cover haute résolution | [Microsoft Planetary Computer](https://planetarycomputer.microsoft.com/) – ESA WorldCover | 10 m |
| Sols | Texture, drainage et propriétés physiques des sols | [SoilGrids 2.0](https://soilgrids.org/) | 250 m |
| Géologie | Cartes géologiques et hydrogéologiques | [Africa Groundwater Atlas](https://www.bgs.ac.uk/africagroundwateratlas/) | Variable |
| Historique des inondations | Inventaire des inondations observées entre 2016 et 2023 | [Mapping global floods with 10 years of satellite radar data](https://www.nature.com/articles/s41597-021-00834-5) ; [AI4G Flood Dataset](https://github.com/ai-for-good-lab/ai4g-flood-dataset) | 20 m |
| Population | Meta high-resolution population (2022) | [HDX](https://data.humdata.org/dataset/highresolutionpopulationdensitymaps-tgo) | 30 m |
| Bâtiments et infrastructures | Empreintes des bâtiments et zones urbaines | [OpenStreetMap](https://www.openstreetmap.org/) ; [Google Open Buildings](https://sites.research.google/gr/open-buildings/) | Variable |
| Résilience économique | Relative Wealth Index (RWI) | [Meta Relative Wealth Index](https://dataforgood.facebook.com/dfg/tools/relative-wealth-index) | ~2.4 km |

";"punctual";"Open Data Commons Public Domain Dedication and Licence 1.0";"2026-01-01";"2026-05-31";"other";"";False;"2026-06-09T14:04:50.114000";"2026-07-10T09:49:59.164000";"catastrophes,eau,inondation,risque";False;10;10;"png,gpkg,pdf,zip";798;"";"";"";"";"";"1.00";0;0;0;837;798
"6a2815016b298cdc10327b85";"Dynamique du trait de côte et suivi des mesures de protection contre l'érosion côtière au Togo (2015-2025)";"dynamique-du-trait-de-cote-et-suivi-des-mesures-de-protection-contre-lerosion-cotiere-au-togo-2015-2025";"DTCSMPEC-TG";"https://opendata.gouv.tg/fr/datasets/dynamique-du-trait-de-cote-et-suivi-des-mesures-de-protection-contre-lerosion-cotiere-au-togo-2015-2025/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Le littoral togolais, long d'environ 50 kilomètres, représente un espace hautement stratégique pour le développement socio-économique du pays. Cependant, il fait face à une érosion côtière sévère menaçant les habitations, les infrastructures routières et les écosystèmes fragiles. Afin de renforcer la résilience des populations et des territoires, le gouvernement togolais, avec l'appui du programme WACA (West Africa Coastal Areas Management Program) à travers le projet WACA ResIP-TOGO, met en œuvre des infrastructures de défense physique (épis, brise-lames, buses, enrochements) et des actions de restauration écologique.

Ce jeu de données rassemble les résultats du suivi scientifique multi-temporel de la dynamique côtière entre 2015 et 2025. Établi par traitement d'images satellitaires (extraction par l'indice automatique de l'eau AWEI) et analysé via le logiciel DSAS V.6, il permet de suivre précisément le recul ou l'avancée du rivage (taux d'érosion EPR et LRR), de géolocaliser les ouvrages de protection mis en place (passés de 24 points en 2016 à 51 points en 2024), et d'identifier statistiquement les zones critiques d'érosion ou d'accrétion. Les résultats détaillés de cette étude sont consultables via un tableau de bord interactif permettant d'explorer les cartes, graphiques et indicateurs de dynamique côtière : [https://dashboard-erosion.datalab.gouv.tg/](https://dashboard-erosion.datalab.gouv.tg/)

Faits et statistiques clés intégrés :

Taux d'évolution global (2015-2025) : Le taux d'érosion moyen sur l'ensemble du littoral togolais s'élève à -3,80 m/an (avec des maximums locaux de recul atteignant -11,41 m/an).
Effet des ouvrages de protection : Une dynamique contrastée est observée. Les zones situées immédiatement à l'ouest/amont des structures (ex: Cantons d'Agbodrafo et de Baguida - sections 4 et 11) bénéficient d'une stabilisation marquée ou d'une avancée (accrétion) grâce au blocage des sédiments. À l'inverse, les zones situées à l'est/aval des ouvrages (sections 4 et 7) subissent un déficit sédimentaire aggravé entraînant un recul accentué du trait de côte.
Chronologie de la dynamique côtière par périodes :
2015-2017 : Érosion moyenne de -16,71 m/an (Max : -26,63 m/an).
2017-2019 : Érosion moyenne de -23,28 m/an (Max : -26,96 m/an).
2019-2021 : Érosion moyenne de -22,74 m/an (Max : -29,16 m/an).
2021-2023 : Érosion moyenne de -22,28 m/an (Max local exceptionnel de -50,15 m/an sur la section 8).
2023-2025 : Érosion moyenne de -19,83 m/an (Max : -26,96 m/an).";"annual";"Open Data Commons Public Domain Dedication and Licence 1.0";"2015-01-01";"2025-12-31";"other";"";False;"2026-06-09T13:28:33.599000";"2026-07-10T09:50:10.753000";"environnement,protection-environnementale";False;13;13;"geojson,pdf";339;"";"";"";"";"";"1.00";0;0;0;264;339
"676d37d8925320bd5a10848c";"Données Ouvertes sur la Pénétration Internet au Togo";"donnees-ouvertes-sur-la-penetration-internet-au-togo";"DFE-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-la-penetration-internet-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"La compréhension de la pénétration de l'internet dans les communautés est essentielle pour garantir un développement équitable, mais des pays comme le Togo manquent de données complètes sur la demande de connectivité, en particulier au sein des foyers, des hôpitaux et des écoles. Des informations précises sont cruciales pour une prise de décision efficace en matière de politique publique et de répartition des ressources, et l'apprentissage automatique offre des outils utiles dans ce domaine pour prédire les habitudes d'utilisation d'Internet et combler les lacunes de données.
L'objectif est de développer une solution de machine learning pour prédire l'adoption de la fibre optique (FTTH) à domicile à travers différents segments au Togo en utilisant des ensembles de données socio-démographiques et géographiques. Le but est de créer des modèles précis et généralisables qui aideront le gouvernement à améliorer la connectivité, allouer les ressources de manière efficace et favoriser l'inclusivité numérique.
Les solutions proposées traiteront des défis socio-économiques et favoriseront un développement durable au Togo en permettant de meilleures politiques et des investissements dans les infrastructures, tout en réduisant la fracture numérique. Identifier les institutions nécessitant un accès à Internet améliorera les secteurs de la santé et de l'éducation, créant ainsi une société togolaise plus connectée, plus autonome et plus inclusive.";"irregular";"Other (Open)";"2024-01-01";"2024-12-31";"other";"";False;"2024-12-26T11:02:48.471000";"2024-12-26T12:03:09.405000";"fibre-optique";False;2;2;"csv";66;"";"";"";"";"";"1.00";0;0;0;35;66
"6761cb5d7156b2067b148af5";"Données Ouvertes sur les Tours Télécoms au Togo";"donnees-ouvertes-sur-les-tours-telecoms-au-togo";"DTT-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-les-tours-telecoms-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données ouvertes sur les tours télécoms au Togo fournissent des informations essentielles sur les infrastructures de télécommunications déployées à travers le pays. Ces tours, utilisées par différents opérateurs de téléphonie mobile, facilitent les services de communication, y compris la voix, les données mobiles, et l'Internet haut débit. Les données disponibles incluent généralement l'emplacement géographique des tours, leur type (par exemple, tours fixes, mobiles, ou relais), ainsi que des détails techniques sur les capacités et technologies de réseau.

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T19:05:01.084000";"2026-05-28T16:07:19.614000";"";False;1;0;"csv";31;"";"";"";"";"";"0.89";0;0;0;60;31
"6761c9cf7156b2067b148af3";"Données Ouvertes sur les Tours Télécoms - Togocom au Togo";"donnees-ouvertes-sur-les-tours-telecoms-togocom-au-togo";"DTTT-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-les-tours-telecoms-togocom-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données ouvertes sur les tours télécoms - Togocom au Togo concernent les infrastructures mises en place par l'opérateur Togocom pour offrir des services de télécommunication. Ces tours sont essentielles pour le déploiement du réseau mobile et d'Internet haut débit, et elles couvrent une large zone géographique à travers le pays. Les données peuvent inclure l'emplacement précis de chaque tour, leur capacité, le type de technologie qu'elles supportent (comme la 2G, 3G, 4G, etc.), ainsi que des informations sur leur état et leur maintenance. Ces informations sont cruciales pour les analyses de couverture réseau, l'amélioration de la qualité de service et la planification des extensions ou mises à jour du réseau de télécommunications de Togocom.

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T18:58:23.825000";"2026-05-28T16:07:21.248000";"";False;1;0;"csv";22;"";"";"";"";"";"0.89";0;0;0;44;22
"6761c92a7156b2067b148af2";"Données Ouvertes sur les Tours Télécoms - Moov au Togo";"donnees-ouvertes-sur-les-tours-telecoms-moov-au-togo";"DTTM-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-les-tours-telecoms-moov-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données ouvertes sur les tours télécoms - Moov au Togo concernent les infrastructures déployées par l'opérateur de télécommunications Moov. Ces données incluent des informations sur les tours télécoms spécifiques utilisées pour fournir des services de communication mobile, de données et d'Internet sur tout le territoire togolais. Les tours sont réparties sur des zones géographiques variées, permettant ainsi à Moov de couvrir une large partie du pays avec son réseau mobile et de garantir la connectivité. Ces informations peuvent inclure des détails sur l'emplacement de chaque tour, leur capacité, et les technologies qu'elles supportent (telles que la 4G, 5G, etc.). Elles sont cruciales pour l'optimisation de la couverture réseau et pour les planifications de maintenance ou d'extension du réseau.

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T18:55:38.277000";"2026-05-28T16:07:22.915000";"";False;1;0;"csv";30;"";"";"";"";"";"0.89";0;0;0;53;30
"6761c87f7156b2067b148af1";"Données Ouvertes sur les Tours Télécom - Bâtiments au Togo";"donnees-ouvertes-sur-les-tours-telecom-batiments-au-togo";"DTTB-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-les-tours-telecom-batiments-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données concernant les tours télécom - bâtiments au Togo font référence aux infrastructures utilisées pour supporter les équipements des réseaux de télécommunications, tels que les antennes et les relais. Ces bâtiments sont généralement situés à proximité des tours pour héberger les équipements techniques nécessaires au bon fonctionnement du réseau, comme les générateurs, les systèmes de refroidissement, et les équipements de transmission de données. Ces informations permettent d'identifier l'emplacement de ces infrastructures, leur état, leur capacité, et leur utilisation, contribuant ainsi à une gestion efficace du réseau télécom du pays. Elles sont également utiles pour les autorités et les opérateurs afin de planifier de futures installations ou mises à jour des réseaux.
Lien vers la source : [Cliquez ici]( https://geodata.gouv.tg/donnees/b6fdba57-9d7b-4deb-94a2-80a84b75abe2)

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T18:52:47.531000";"2026-05-28T16:07:24.316000";"";False;1;0;"csv";24;"";"";"";"";"";"0.89";0;0;0;49;24
"6761c7157156b2067b148af0";"Données Ouvertes sur les Tours Télécom - Bâtiments - Togocom au Togo";"donnees-ouvertes-sur-les-tours-telecom-batiments-togocom-au-togo";"DTTBT-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-les-tours-telecom-batiments-togocom-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données sur les tours télécom pour Togocom au Togo fournissent des informations sur les bâtiments qui hébergent les infrastructures de télécommunication du réseau Togocom. Elles incluent des détails sur la localisation des tours, leur taille, le type de construction des bâtiments, et les équipements installés pour garantir une couverture réseau de qualité. Ces informations permettent de suivre le déploiement et l'entretien des infrastructures, d'améliorer la gestion des ressources, et d'assurer la disponibilité continue des services de télécommunications, tels que la voix, l'internet mobile, et d'autres services numériques. Ces données sont essentielles pour la planification de l'extension du réseau, le suivi des performances et la prise de décisions stratégiques pour répondre à la demande croissante en connectivité au Togo.
Lien vers la source : [Cliquez ici]( https://geodata.gouv.tg/donnees/e4e33d53-d0e4-448c-b4bf-d9ad86e9aaee)

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T18:46:45.086000";"2026-05-28T16:07:25.781000";"";False;1;0;"csv";33;"";"";"";"";"";"0.89";0;0;0;63;33
"6761c5ca7156b2067b148aef";"Données Ouvertes sur les Tours Télécom - Bâtiments - Moov au Togo";"donnees-ouvertes-sur-les-tours-telecom-batiments-moov-au-togo";"DTTBM-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-les-tours-telecom-batiments-moov-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données relatives aux tours télécom pour Moov au Togo incluent des informations détaillées sur les bâtiments abritant les infrastructures de télécommunications. Ces données couvrent les localisations géographiques des tours, leur type et leur capacité, ainsi que des informations techniques sur les bâtiments qui supportent les équipements nécessaires à la couverture mobile et internet. Elles peuvent inclure des détails sur la construction, la maintenance, et l'état des bâtiments. Ces informations sont cruciales pour le déploiement et la gestion de l'infrastructure télécom, permettant une meilleure planification et optimisation du réseau mobile de Moov. Elles sont également utilisées pour assurer la continuité du service, répondre aux besoins croissants en matière de connectivité et garantir un accès équitable au réseau pour les utilisateurs du Togo.
Lien vers la source : [Cliquez ici]( https://geodata.gouv.tg/donnees/a6244353-998b-414b-8759-5bd2c2459420)

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T18:41:14.378000";"2026-05-28T16:07:27.493000";"";False;1;0;"csv";30;"";"";"";"";"";"0.89";0;0;0;49;30
"6761c0a77156b2067b148aec";"Données Ouvertes sur le Réseau Téléphonique Enterré - Lignes - Togocom au Togo";"donnees-ouvertes-sur-le-reseau-telephonique-enterre-lignes-togocom-au-togo";"DRTELT-TG";"https://opendata.gouv.tg/fr/datasets/donnees-ouvertes-sur-le-reseau-telephonique-enterre-lignes-togocom-au-togo/";"Ministère de l'Éfficacité du Service Public et de la Transformation Numérique";"6760c507695e9dfc6b747eb7";"";"";"Les données sur les lignes de réseau téléphonique enterré pour Togocom au Togo fournissent des informations détaillées sur l'infrastructure du réseau de télécommunications enterré de ce fournisseur. Elles incluent des informations sur les emplacements, les caractéristiques techniques, les types de câblage (comme le cuivre ou la fibre optique) et les points de raccordement qui assurent la connectivité pour les abonnés de Togocom. Ces données sont essentielles pour la gestion du réseau, la planification des mises à jour, la maintenance et l'expansion des services de télécommunications. Elles permettent également aux autorités et aux opérateurs de surveiller l'état du réseau et d'optimiser les ressources pour offrir un service de qualité aux utilisateurs dans différentes régions du Togo.
Lien vers la source : [Cliquez ici]( https://geodata.gouv.tg/donnees/9816aacb-9fde-4262-88d9-7f469f88688c)

Donnée privée, accessible uniquement sur demande.
Cette ressource contient uniquement la description des colonnes des données réelles (schéma de données).
Les données complètes ne sont pas publiquement disponibles et peuvent être obtenues sur demande auprès de l'entité productrice.";"irregular";"Other (Open)";"";"";"other";"";False;"2024-12-17T18:19:19.735000";"2026-05-28T16:07:29.162000";"";False;1;0;"csv";23;"";"";"";"";"";"0.89";0;0;0;49;23
